,city_name,Country,First Administration,Second Administration,latitude (degree),longitude (degree),elevation (m),dist_to_sea (km),mean_temp (Celsius),mean_solarradiation (W/m2),mean_humidity (%),mean_windspeed (kph),mean_temp_index,mean_humid_index,mean_wind_index,temp_std (Celsius),mean_temp_range (Celsius),mean_abs_temp_diff_1 (Celsius),precip_std (mm),precip_sum (mm),temp precip corr,humid radiat corr,humid precip corr,temp radiat corr,Koppen climate,Color Code,Climate Names,Group,Precipitation Type,Level of Heat
84,Cheyenne,United States,Wyoming,Laramie County,41.139981,-104.820246,1855.563477,1292.973788,8.629,216.666,48.04,34.58,0.479184294,0.021456739,0.003097712,10.83,13.666,3.281,1.386,176.265,-0.06,-0.093,0.51,0.387,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold
85,Chiang Mai,Thailand,Chiang Mai,Mueang Chiang Mai District,18.7882778,98.9858802,314.0,240.848901,26.445,232.707,72.648,15.16,0.709045172,0.004305179,0.051194359,2.359,9.772,0.824,13.223,1861.146,-0.084,-0.493,0.469,0.338,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
86,Chicago,United States,Illinois,Cook County,41.8755616,-87.6244212,181.4854279,1082.874226,11.548,79.363,62.183,25.814,0.570988138,0.014209276,0.009858565,11.691,8.43,2.97,5.3,753.71,0.111,-0.602,0.441,0.309,Dfa,#550055,Hot-summer humid continental climate,Cold (continental),Without dry season,Hot summer
87,Chittagong,Bangladesh,Chittagong Division,Chittagong District,22.356851,91.7831819,7.972149849,2.579745738,26.643,244.917,74.462,23.572,0.601408909,0.003617043,0.013719108,3.312,7.63,0.625,5.836,1249.5,0.252,0.015,0.536,0.455,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,
88,Chokurdakh,Russia,Sakha Republic,Sakha Republic,70.622169,147.916168,19.92556572,139.2398667,-11.651,104.501,74.507,19.028,0.13287579,0.004044422,0.033556829,17.47,9.965,2.641,1.457,190.7,0.183,-0.411,0.172,0.698,ET,#64FFFF,Tundra,Polar,Tundra,
89,Chongqing,China,Chongqing,Chongqing,29.5647398,106.5478767,222.2587891,786.033112,19.701,151.009,72.441,17.018,0.730820826,0.007654997,0.040340513,8.821,7.03,1.534,11.451,1081.8,0.011,-0.701,0.294,0.67,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
90,Christchurch,New Zealand,Canterbury,Christchurch,-43.530955,172.6366455,4.0,11.5024439,11.994,164.272,78.96,25.912,0.682070409,0.002178347,0.012059931,4.45,9.409,1.958,8.307,915.481,-0.082,-0.442,0.272,0.542,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
91,Cleveland,United States,Ohio,Cuyahoga County,41.4996574,-81.6936772,199.7204132,529.2249942,12.008,249.84,65.079,30.46,0.615652018,0.010107321,0.006673203,10.454,7.076,2.915,5.264,787.782,0.169,-0.41,0.323,0.539,Dfa,#550055,Hot-summer humid continental climate,Cold (continental),Without dry season,Hot summer
92,Cochabamba,Bolivia,Cochabamba Department,Cercado,-17.4139766,-66.1653224,2550.769531,426.4849041,17.831,186.217,48.908,21.083,1.050065842,0.024221772,0.02187921,2.297,16.907,0.987,2.917,271.8,-0.144,-0.205,0.496,0.633,Cfc,#003200,Subpolar oceanic climate,Temperate,Without dry season,Cold summer
93,Colorado Springs,United States,Colorado,El Paso County,38.8339578,-104.825348,1831.291748,1125.008047,10.33,139.415,44.151,28.319,0.572088137,0.017957037,0.009661701,10.244,13.661,3.53,2.959,293.427,0.075,-0.311,0.362,0.681,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold
94,Columbus,United States,Ohio,Franklin County,39.9622601,-83.0007065,231.3714905,584.6548399,12.073,158.662,68.419,22.374,0.629600499,0.008522593,0.020736672,10.421,9.862,2.842,7.178,936.084,0.122,-0.446,0.412,0.562,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
95,Copenhagen,Denmark,Copenhagen,,55.6867243,12.5700724,9.061274529,0.398778526,10.093,119.594,77.931,24.75,0.54037207,0.001870787,0.014888846,6.29,5.78,1.287,2.966,503.221,0.002,-0.73,0.353,0.632,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
96,Crater Lake,United States,Oregon,Oregon,42.9445872,-122.1090039,1882.005493,207.6208741,6.216,190.102,63.402,28.863,0.370828087,0.013558835,0.009462502,7.724,5.759,2.075,14.816,1777.2,-0.288,-0.475,0.431,0.687,Dsc,#BEBEBE,Dry-summer subarctic climate,Cold (continental),Dry summer,Cold summer
97,Dakar,Senegal,Dakar Region,Guediawaye,14.716677,-17.4676861,36.0896759,2.353954803,25.391,259.535,75.845,27.423,0.800920278,0.002882124,0.005514569,2.884,5.723,0.567,15.884,1004.1,0.099,0.21,0.19,-0.301,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
98,Dallas,United States,Texas,Dallas County,32.7762719,-96.7968559,137.784317,349.3335104,19.75,202.942,58.146,23.392,0.666906028,0.018406215,0.018099268,9.84,11.158,2.404,11.35,845.446,-0.012,-0.654,0.327,0.226,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
99,Damascus,Syria,Damascus Governorate,Damascus,33.5130695,36.3095814,688.3207397,82.68586374,18.322,262.939,50.615,30.882,0.747650358,0.019495566,0.012148965,8.402,15.52,1.241,3.058,255.6,-0.26,-0.791,0.238,0.795,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer
100,Dar Es Salaam,Tanzania,Dar es Salam,Kinondoni,-6.792354,39.2083284,58.25821686,7.152004946,26.287,256.107,76.325,25.358,0.714425719,0.000605753,0.006701438,1.931,8.713,0.515,7.607,748.565,-0.045,-0.355,0.483,0.335,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
101,Darwin,Australia,Northern Territory,,-12.46044,130.8410469,32.96897507,0.201704791,27.713,255.975,72.032,22.779,0.544753304,0.004651207,0.01324598,2.276,8.223,0.709,12.304,1836.622,-0.039,-0.108,0.441,0.376,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
102,Death Valley,United States,California,Inyo County,36.42287215,-116.913718,-82.22781372,288.5225985,24.128,220.862,18.112,17.464,0.676557333,0.004778832,0.040398762,10.282,11.987,1.482,1.04,41.084,0.033,-0.664,0.29,0.701,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
103,Denver,United States,Colorado,Denver County,39.7392364,-104.984862,1608.313232,1177.299215,10.426,172.132,47.219,26.342,0.553019284,0.019800922,0.010531124,10.79,14.232,3.424,3.198,375.525,-0.014,-0.456,0.407,0.568,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold
104,Des Moines,United States,Iowa,Polk County,41.5910323,-93.6046655,270.3234863,1160.624964,10.043,104.181,66.444,27.194,0.53564473,0.009869805,0.011487164,12.657,10.887,3.282,5.871,701.31,0.078,-0.415,0.402,0.568,Dfa,#550055,Hot-summer humid continental climate,Cold (continental),Without dry season,Hot summer
105,Detroit,United States,Michigan,Wayne County,42.3315509,-83.0466403,182.2363892,688.0352535,10.929,110.396,64.961,23.844,0.573118325,0.010460336,0.015597599,10.899,8.879,2.721,5.144,622.55,0.085,-0.465,0.348,0.656,Dfa,#550055,Hot-summer humid continental climate,Cold (continental),Without dry season,Hot summer
106,Dhaka,Bangladesh,Dhaka Division,Dhaka District,23.810332,90.4125181,11.31902885,23.61629728,27.476,220.284,68.236,20.211,0.551018747,0.004986793,0.031121265,3.741,7.34,0.726,11.603,1577.1,0.095,-0.488,0.44,0.386,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
107,Dili,Timor-Leste,Dili,Dili,-8.5568557,125.5603143,7.750898838,1.399409101,26.903,262.668,71.398,16.821,0.700572526,0.002276447,0.049587562,1.099,2.8,0.347,5.829,1421.6,-0.081,-0.31,0.634,0.344,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
108,Djibouti,Djibouti,,,11.825138,42.590275,1292.744873,20.14056448,29.988,266.806,62.112,27.861,0.392693084,0.012460186,0.006916162,3.573,6.643,0.56,1.248,170.7,-0.06,-0.174,0.139,0.29,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
109,Doha,Qatar,Doha,Doha,25.2856329,51.5264162,5.795013428,0.786539942,28.964,264.534,52.693,23.176,0.581415141,0.016716406,0.015247336,6.371,7.79,1.016,0.853,38.7,-0.063,-0.592,0.162,0.677,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
110,Dublin,Ireland,County Dublin,Dublin,53.3498006,-6.2602964,5.025318623,4.220972574,10.481,167.344,80.314,26.515,0.526319321,0.000577225,0.011521352,4.606,6.898,1.59,3.143,477.183,0.006,-0.64,0.253,0.483,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
111,Durban,South Africa,KwaZulu-Natal,eThekwini Metropolitan Municipality,-29.861825,31.009909,5.899683952,0.858784704,20.421,200.642,77.086,24.708,1.111236692,0.001480208,0.013870189,3.134,10.149,1.143,14.743,1242.279,-0.036,-0.061,0.227,0.616,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
112,Dushanbe,Tajikistan,Dushanbe,,38.5856947,68.76037468,831.0549316,1317.762006,17.182,206.716,52.744,17.72,0.735541571,0.016502725,0.039135781,8.971,12.245,1.32,6.253,800.392,-0.221,-0.768,0.478,0.881,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
113,Edinburgh,United Kingdom,Scotland,Edinburgh,55.9533456,-3.1883749,64.51445007,1.898201062,9.978,143.884,79.539,25.006,0.50887643,0.000818856,0.016549556,4.836,6.982,1.488,4.265,781.643,-0.017,-0.675,0.351,0.538,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
114,Edmonton,Canada,Alberta,Edmonton,53.5462055,-113.491241,667.9133301,1020.987532,4.522,128.042,62.939,19.556,0.463114206,0.013935313,0.032379838,13.32,9.868,2.926,2.978,349.844,0.044,-0.639,0.359,0.731,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
115,Ekaterinburg,Russia,Sverdlovsk Oblast,Gorod Yekaterinburg,56.839104,60.60825,248.5009308,1153.489377,3.205,122.768,72.396,22.798,0.382327966,0.00568131,0.018014663,12.936,10.285,2.619,2.092,278.1,-0.127,-0.663,0.312,0.717,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
116,El Paso,United States,Texas,El Paso County,31.7550511,-106.4882345,1130.377075,559.19508,19.045,242.659,34.982,25.627,0.742591013,0.017514108,0.017441972,8.996,13.438,1.991,2.794,232.137,0.018,-0.462,0.367,0.629,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold
117,Erzurum,Turkey,Erzurum,Erzurum,39.9054993,41.2658236,1891.984253,132.0637238,7.872,225.221,62.755,11.803,0.493432174,0.013092354,0.050537707,10.232,12.405,1.657,11.583,833.365,-0.106,-0.64,0.168,0.682,Dsb,#8C8C8C,"Warm, dry-summer continental climate",Cold (continental),Dry summer,Warm summer
118,Fairbanks,United States,Alaska,Fairbanks North Star Borough,64.837845,-147.716675,135.1925507,355.8019091,-1.702,109.528,68.84,14.378,0.327210803,0.008743564,0.048252347,15.419,10.044,2.483,1.178,135.498,0.074,-0.755,0.273,0.735,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer
119,Finse,Norway,Vestland,Finse,60.600922,7.5087455,1223.408691,41.38472576,7.394,107.664,75.602,31.519,0.402180201,0.005030282,0.006897476,6.616,6.386,1.299,20.11,2362.193,-0.27,-0.562,0.034,0.666,ET,#64FFFF,Tundra,Polar,Tundra,
120,Florence,Italy,Tuscany,Metropolitan City of Florence,43.7698712,11.2555757,50.17719269,89.35543464,16.845,520.444,74.531,14.996,0.743993238,0.007340924,0.042175736,7.803,10.374,1.363,7.076,654.017,-0.088,-0.252,0.274,0.031,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
121,Fresno,United States,California,Fresno County,36.7394421,-119.7848307,90.481987,170.9519343,19.294,197.779,51.347,19.73,0.759123386,0.019389089,0.033154448,8.519,13.599,1.455,2.58,161.881,-0.146,-0.837,0.289,0.73,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold
122,Gaborone,Botswana,South-East District,Gaborone,-24.6282079,25.9231471,996.2055664,669.255265,20.224,243.948,57.782,20.055,1.008095713,0.014291517,0.026460347,4.842,13.974,1.41,5.975,537.7,-0.037,-0.444,0.328,0.688,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
123,Gavia Pass,Italy,Lombardy,Lombardy,46.3434911,10.4846264,2605.800781,196.1972763,5.733,152.308,65.232,16.92,0.361225531,0.012485808,0.042132535,7.31,8.316,1.429,6.219,831.463,0.008,-0.238,0.247,0.739,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
124,Gdansk,Poland,Pomeranian Voivodeship,Pomeranian Voivodeship,54.3706858,18.6129821,12.72022915,5.09203326,9.321,98.385,78.748,21.191,0.490109016,0.00202305,0.022525016,7.189,6.055,1.486,2.226,384.454,0.168,-0.606,0.198,0.639,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
125,Geneve,Switzerland,Geneva,Geneva,46.2017559,6.1466014,396.8802795,273.8101024,12.725,154.064,69.73,18.612,0.675079825,0.009204056,0.034725074,7.737,9.398,1.432,4.725,696.75,-0.034,-0.78,0.359,0.679,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
126,Gibraltar,Gibraltar,,,36.1285933,-5.3474761,214.0670624,0.584971984,19.237,,72.474,29.951,1.136255456,0.003906177,0.007084584,3.955,5.032,0.84,6.968,598.101,-0.228,,0.233,,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
127,Green Bay,United States,Wisconsin,Brown County,44.5126379,-88.0125794,181.0738831,956.7962892,8.068,214.158,69.125,24.597,0.517883181,0.006765022,0.015292526,12.0,9.488,2.83,5.964,770.51,0.141,-0.28,0.355,0.809,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
128,Grise Fiord,Canada,Nunavut,Qikiqtaaluk Region,76.4189856,-82.9016082,2.214228392,0.208327565,-13.732,110.643,74.973,14.959,0.017468103,0.002555375,0.054031826,13.268,5.382,2.325,1.143,129.9,0.242,0.179,0.197,0.611,ET,#64FFFF,Tundra,Polar,Tundra,
129,Grozny,Russia,Chechnya,Gorod Groznyy,43.3197031,45.6934308,125.7935181,150.7590992,13.907,173.188,61.894,14.556,0.618426855,0.014694869,0.048969832,9.796,9.994,1.579,4.174,561.4,0.025,-0.742,0.257,0.715,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
130,Guangzhou,China,Guangdong Province,Guangzhou,23.1301964,113.2592945,15.0,14.70686461,23.33,186.569,74.761,19.202,0.725273727,0.005182178,0.033812679,6.596,7.959,1.356,13.136,1937.464,-0.047,-0.513,0.481,0.493,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
131,Guatemala City,Guatemala,Guatemala Department,Guatemala City,14.6349149,-90.5068824,1490.493774,72.42880985,19.436,176.32,77.864,27.174,1.25300262,0.00090214,0.006033617,1.318,9.039,0.632,6.942,1718.1,0.059,-0.61,0.66,0.206,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
132,Guiyang,China,Guizhou,Guiyang,25.7561647,112.72964,307.4505615,274.6696634,18.126,170.056,74.987,21.225,0.718992327,0.007576685,0.028150437,8.885,8.676,1.723,9.618,1627.5,-0.15,-0.704,0.471,0.686,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
133,Halifax,Canada,Nova Scotia,,44.648618,-63.5859487,45.40713501,0.799418699,8.775,54.905,78.384,21.384,0.546905533,0.003552004,0.02580882,8.639,7.407,2.563,8.661,1193.478,0.023,-0.31,0.38,0.41,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
134,Hamburg,Germany,Hamburg,Hamburg,53.550341,10.000654,12.18004608,16.87465995,10.789,85.173,76.736,23.56,0.563763753,0.00326896,0.018290277,6.51,7.81,1.541,4.07,714.934,-0.022,-0.723,0.312,0.654,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
135,Hanga Roa,Chile,Valparaiso,Easter Island,-27.15,-109.4333,12.01871586,0.626751613,20.953,234.277,72.688,32.506,1.262718651,0.00192027,0.006377215,1.951,5.494,0.483,3.481,534.2,0.054,0.07,0.294,0.467,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
136,Hanoi,Vietnam,Hanoi,Hoàn Kiếm,21.0294498,105.8544441,14.72989082,78.77110396,24.325,180.69,77.506,16.63,0.763958898,0.002912731,0.040362553,5.314,6.595,1.253,16.509,2077.98,0.083,-0.364,0.294,0.536,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer
137,Harare,Zimbabwe,Harare Province,Harare,-17.8216288,31.0492259,1487.21167,391.6601355,18.808,247.894,62.702,19.02,1.112654178,0.011590595,0.026174992,3.125,11.928,0.912,5.323,835.7,0.079,-0.498,0.491,0.519,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer
138,Harbin,China,Heilongjiang,Harbin,45.8016143,126.5287796,120.6563568,514.0396212,5.043,171.648,69.853,22.427,0.470426108,0.007963371,0.021927042,15.16,10.844,2.248,13.569,2119.1,-0.363,-0.379,0.21,0.68,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer
139,Harper,Liberia,Maryland,Harper,4.3759676,-7.7009416,5.609465599,1.4449955,25.825,217.1,83.835,12.888,0.697738076,7.31e-05,0.065752539,1.138,6.919,0.397,14.044,2562.7,-0.197,-0.165,0.378,0.581,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,
140,Havana,Cuba,Havana,Havana,23.135305,-82.3589631,11.24471188,1.946985336,24.585,264.535,81.076,21.885,0.85598771,0.000467517,0.017040758,2.332,10.236,0.908,10.303,1540.1,0.131,-0.148,0.385,0.597,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
141,Helsinki,Finland,Uusimaa,Helsinki,60.1674881,24.9427473,7.399104595,2.356181527,7.265,93.621,77.931,22.477,0.407213659,0.003699464,0.017211985,8.188,6.044,1.584,3.016,473.716,-0.118,-0.784,0.379,0.583,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
142,Ho Chi Minh,Vietnam,Ho Chi Minh City,Ho Chi Minh City,10.7764772,106.701938,5.294592857,11.21495975,28.201,221.765,77.582,19.111,0.443143468,0.00184839,0.028496865,1.163,7.813,0.687,10.874,2024.3,-0.168,-0.34,0.366,0.355,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
143,Hongkong,Hong Kong,,,22.2793278,114.1628131,3.649272919,0.078503269,23.879,211.059,73.762,23.424,0.782146705,0.004277184,0.01150867,5.634,5.964,1.12,13.275,1539.881,-0.017,-0.312,0.357,0.558,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer
144,Honolulu,United States,Hawaii,Honolulu County,21.304547,-157.855676,3.18534255,1.610910606,25.366,212.773,67.293,26.016,0.917847652,0.005382655,0.008153076,1.566,6.435,0.46,5.237,312.934,-0.227,-0.507,0.374,0.392,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
145,Hotan,China,Xinjiang,Hotan Prefecture,37.1144827,79.9200157,1373.263306,1640.792452,15.115,234.433,27.96,19.447,0.70605564,0.012899803,0.033873239,11.546,10.341,1.248,0.349,13.8,0.034,-0.516,0.281,0.821,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold
146,Houston,United States,Texas,Harris County,29.7589382,-95.3676974,14.68833065,30.70951546,21.469,133.013,67.503,29.448,0.731624624,0.008454471,0.004933948,7.717,8.513,1.979,6.256,766.034,-0.003,-0.422,0.274,0.288,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
147,Hyderabad,India,Telangana,Hyderabad,17.360589,78.4740613,508.9449158,245.2635602,25.645,226.112,67.764,16.452,0.861056705,0.012186844,0.044183739,3.132,9.827,0.76,8.88,972.5,-0.1,-0.608,0.346,0.468,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
148,Indianapolis,United States,Indiana,Marion County,39.7683331,-86.1583502,219.0480499,890.0935979,12.24,591.848,66.531,24.001,0.611327853,0.010210858,0.016545009,10.877,9.877,2.844,6.152,861.007,0.086,0.192,0.439,-0.74,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
149,Innsbruck,Austria,Tyrol,Innsbruck,47.2654296,11.3927685,578.6451416,199.6909127,9.76,166.893,74.082,20.439,0.573668165,0.005832902,0.031632287,7.619,9.991,1.48,3.639,606.217,0.21,-0.569,0.27,0.692,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
150,Iqaluit,Canada,Nunavut,Qikiqtaaluk Region,63.746693,-68.5169669,11.40199566,0.30612487,-7.6,117.56,77.043,27.232,0.063744189,0.001384884,0.016859226,13.15,6.544,2.729,6.043,662.2,-0.015,-0.142,0.152,0.42,ET,#64FFFF,Tundra,Polar,Tundra,
151,Irkutsk,Russia,Irkutsk Oblast,Gorod Irkutsk,56.6370122,104.719221,513.6032104,1613.19498,1.267,145.247,69.02,20.255,0.357588259,0.007421704,0.033528258,13.341,11.826,2.406,2.874,377.7,0.15,-0.585,0.346,0.736,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer
152,Isfahan,Iran,Isfahan Province,Isfahan,32.6707877,51.6650002,1575.555786,294.2613172,16.992,254.841,31.925,25.785,0.688759977,0.010631896,0.023051164,9.696,18.217,1.25,0.867,63.1,-0.097,-0.811,0.364,0.847,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold
153,Ishigaki,Japan,Okinawa,Ishigaki,24.3406856,124.1555837,14.10698605,0.237127131,16.471,169.332,69.968,17.942,0.698450446,0.008321224,0.034110092,8.259,7.33,1.551,11.537,1558.846,0.049,-0.195,0.445,0.489,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
154,Islamabad,Pakistan,Islamabad Capital Territory,Islamabad,33.6938118,73.0651511,536.1730957,1046.320857,22.225,215.309,47.094,20.482,0.767590694,0.017148551,0.033171921,7.825,12.638,0.951,21.116,2359.7,-0.134,-0.479,0.436,0.855,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer
155,Istanbul,Turkey,Istanbul,İstanbul,41.0091982,28.9662187,49.42886353,0.654821512,15.459,146.685,73.777,21.044,0.793861081,0.003202856,0.024949688,7.395,5.776,1.276,6.86,800.851,-0.226,-0.526,0.292,0.593,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
156,Izmir,Turkey,Izmir,İzmir,38.423734,27.142826,5.900829315,1.208711294,18.812,214.452,58.494,19.161,0.809404987,0.019493134,0.028341858,7.848,8.731,1.246,5.237,434.935,-0.139,-0.716,0.396,0.699,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
157,Jackson,United States,Mississippi,,32.3086744,-90.1983063,87.92829895,191.7880363,18.792,184.485,70.782,18.852,0.737868371,0.007218594,0.033915258,8.416,11.703,2.379,12.109,1505.594,0.043,-0.461,0.38,0.488,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
158,Jacksonville,United States,Florida,Duval County,30.3321838,-81.655651,4.78456068,25.8292599,21.593,204.801,74.406,22.316,0.839399135,0.003585351,0.016554189,6.111,9.027,1.621,7.318,1126.779,0.148,-0.433,0.345,0.423,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
159,Jaipur,India,Rajasthan,Jaipur Division,26.9124336,75.7872709,432.9278259,545.4311784,26.433,226.601,55.708,17.703,0.640675182,0.013732198,0.036983737,6.951,10.694,0.93,8.884,877.9,0.0,-0.666,0.382,0.702,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
160,Jakarta,Indonesia,Jakarta,Jakarta,-6.1753942,106.827183,3.051617384,7.231548169,27.98,230.646,80.681,22.154,0.46473752,0.000224457,0.015840993,0.861,7.264,0.588,14.632,2200.23,-0.375,-0.326,0.393,0.359,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
161,Jeddah,Saudi Arabia,Makkah Province,Jeddah,21.5810088,39.1653612,10.11899662,4.602483302,29.599,266.646,52.589,25.105,0.541776624,0.023440614,0.009310425,3.972,10.152,0.86,1.078,79.4,-0.204,-0.224,0.18,0.59,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
162,Jerusalem,Israel,Jerusalem District,Jerusalem,31.79592425,35.21198076,764.5390625,52.33080742,18.71,227.414,61.48,19.356,0.869620125,0.013557268,0.026048326,7.326,9.973,1.352,6.305,572.643,-0.387,-0.549,0.438,0.733,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
163,Ji'Nan,China,Shandong,Jinan,36.6507007,117.1140042,120.8332062,176.9197107,14.562,197.443,64.796,18.328,0.57288262,0.012832653,0.038267939,10.82,12.187,1.973,18.018,1515.82,0.174,-0.236,0.34,0.596,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer
164,Johannesburg,South Africa,Gauteng,City of Johannesburg Metropolitan Municipality,-26.205,28.049722,1729.100098,443.2580495,17.035,202.893,59.826,21.097,1.022495641,0.013521005,0.020619291,4.058,11.386,1.321,8.099,983.101,-0.009,-0.383,0.397,0.598,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer
165,Juba,South Sudan,Central Equatoria,Juba,4.859363,31.57125,487.0743713,1147.55089,26.922,238.782,57.876,13.421,0.764791423,0.010359669,0.059188492,2.788,12.495,1.143,4.683,915.1,-0.456,-0.426,0.479,0.455,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
166,Juf,Switzerland,Grisons,Grisons,46.445556,9.579167,2127.718506,212.0686113,4.778,165.987,65.859,17.993,0.318753754,0.010971903,0.031897114,7.188,8.236,1.478,5.142,759.325,0.145,-0.221,0.457,0.701,ET,#64FFFF,Tundra,Polar,Tundra,
167,Juneau,United States,Alaska,Juneau,58.3004933,-134.4201306,277.1483459,0.244972361,6.203,93.192,84.877,19.869,0.342267969,0.003203432,0.028942915,6.567,4.696,1.491,10.03,2222.196,0.068,-0.458,0.379,0.477,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
168,Kabul,Afghanistan,Kabul,Kabul,34.5260109,69.1776838,1798.445068,933.1032606,11.79,233.308,41.243,14.272,0.713963497,0.014183432,0.055770471,9.556,9.287,1.088,2.955,348.7,-0.128,-0.637,0.523,0.793,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
169,Kalgoorlie,Australia,Western Australia,City of Kalgoorlie-Boulder,-30.749,121.466,375.5230103,306.9046333,18.581,238.853,51.176,25.516,0.922272726,0.018818577,0.009240649,6.073,12.325,2.136,1.739,160.7,-0.113,-0.693,0.346,0.665,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot
